鄉鎮市區,交易標的,建物型態,主要用途,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,單價元平方公尺,車位類別,電梯,公設比,屋齡,豪宅,面積大小,移轉層次_數字,總樓層數_數字,移轉層次_級距
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,136.14,2,1,2,1,23880000,175408,坡道平面,1,0.5214,11.48493151,0,中,12,14,十一到十五層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,235.66,4,2,2,0,43000000,199385,坡道平面,1,0.4296,0.575342466,0,大,4,15,一到五層
大同區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,117.21,2,2,1,1,32200000,274721,升降平面,1,0.5163,0.279452055,0,中,10,15,六到十層
大同區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,112.18,2,2,1,1,31150000,277679,升降平面,1,0.5246,0.279452055,0,中,10,15,六到十層
內湖區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,72.97,2,2,1,1,19420000,266137,無車位,1,0.1534,30.32328767,0,中,3,13,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,86.73,3,2,2,1,12500000,144125,無車位,0,0.0925,40.90136986,0,中,5,5,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,98.15,3,2,1,0,12500000,127356,無車位,0,0,49.91506849,0,中,4,4,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,89.96,4,2,2,0,24500000,272343,無車位,0,0,52.53972603,0,中,4,4,一到五層
松山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,281.52,4,2,2,1,53000000,208228,坡道平面,1,0.1633,40.53424658,0,大,8,16,六到十層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,85.25,2,2,1,0,14500000,170088,無車位,0,0.1291,39.69315068,0,中,4,5,一到五層
大同區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,238.47,3,2,3,1,87713899,367819,坡道平面,1,0.4132,1.753424658,1,大,31,32,二十層以上
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,118.93,1,2,1,1,32000000,289464,塔式車位,1,0.415,8.734246575,0,中,5,11,一到五層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,50.67,1,1,1,1,23650000,466746,塔式車位,1,0.3994,19.51506849,0,小,10,11,六到十層
士林區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,630.69,4,3,2,1,100000000,158557,坡道平面,1,0.1764,27.04109589,0,大,2,10,一到五層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,120.85,4,2,2,0,31000000,256516,無車位,0,0,49.83835616,0,中,3,4,一到五層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,77.78,3,2,2,1,24940000,320648,坡道平面,1,0.4265,3.479452055,0,中,11,15,十一到十五層
士林區,房地(土地+建物),透天厝,住家用,421.68,6,4,4,0,41580000,98606,無車位,0,0,52.08493151,0,大,2.9615,4,全
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,35.62,1,1,1,1,17500000,491297,無車位,1,0.3627,18.01917808,0,小,2,11,一到五層
大安區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,111.19,3,2,2,0,23000000,206853,無車位,0,0,43.77534247,0,中,2,5,一到五層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),辦公用,72.4,0,0,1,1,14500000,200276,無車位,1,0.3327,13.63835616,0,中,1,10,一到五層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,165.69,1,1,1,1,45000000,278412,坡道平面,1,0.6311,15.03561644,0,大,12,19,十一到十五層
南港區,房地(土地+建物),華廈(10層含以下有電梯),住家用,130.54,3,2,2,0,26800000,205301,無車位,1,0.2553,39.97260274,0,中,7,7,六到十層
士林區,房地(土地+建物),華廈(10層含以下有電梯),住家用,134.47,3,2,2,0,25000000,185915,無車位,1,0.0978,43.64383562,0,中,2,7,一到五層
大安區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,45.65,2,1,1,0,8200000,179628,無車位,0,0,51.62191781,0,小,3,4,一到五層
文山區,房地(土地+建物),華廈(10層含以下有電梯),其他,41.36,1,1,1,1,12880000,311412,無車位,1,0.2812,26.73972603,0,小,10,10,六到十層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,41.39,1,1,1,1,6000000,144963,無車位,1,0.2597,33.45753425,0,小,4,12,一到五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,43.62,1,1,1,1,11230000,257451,無車位,1,0.2345,44.33972603,0,小,4,7,一到五層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),商業用,124.3,1,1,1,0,39000000,313757,無車位,0,0.0666,41.44931507,0,中,1,5,一到五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,42.25,1,1,1,1,16300000,385799,無車位,1,0.3295,15.44931507,0,小,2,14,一到五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,58.87,0,0,1,1,7000000,118906,無車位,1,0.0559,37.68493151,0,小,-1,12,地下層
北投區,房地(土地+建物),華廈(10層含以下有電梯),商業用,39.58,1,1,1,1,6000000,151592,無車位,1,0.2448,43.90958904,0,小,4,8,一到五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,567.49,0,0,0,1,145500000,288828,坡道平面,1,0.5284,9.175342466,0,大,7,12,六到十層
內湖區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,70.19,0,0,0,1,26660000,379826,無車位,1,0.3016,9.726027397,0,中,1,12,一到五層
大同區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,81.43,3,1,3,0,20000000,245610,無車位,0,0,51.23561644,0,中,1,4,一到五層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,38.08,1,1,1,0,11680000,306723,無車位,1,0.2855,23.99452055,0,小,3,6,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,107.74,3,2,1,1,29650000,275200,無車位,1,0.1597,41.0739726,0,中,14,14,十一到十五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),辦公用,26.48,1,1,1,1,9200000,347432,無車位,1,0.3882,16.59452055,0,小,7,10,六到十層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,91.3,3,1,2,0,28800000,315444,無車位,0,0,51.36164384,0,中,1,4,一到五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,177.27,3,2,2,1,60830000,396491,坡道平面,1,0.4595,0.38630137,0,大,11,19,十一到十五層
士林區,房地(土地+建物),華廈(10層含以下有電梯),住家用,111.45,4,1,2,1,25380000,227725,無車位,1,0.1092,43.03561644,0,中,1,7,一到五層
南港區,房地(土地+建物),華廈(10層含以下有電梯),住家用,89.92,2,1,2,0,21820000,242660,無車位,1,0.3662,0.405479452,0,中,3,7,一到五層
大同區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,85.51,1,2,1,1,38500000,450240,無車位,1,0.3079,5.353424658,0,中,17,19,十六到二十層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,53.13,1,1,1,1,12000000,225861,塔式車位,1,0.4129,16.58630137,0,小,7,13,六到十層
北投區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,399.01,3,2,3,1,106000000,271010,坡道平面,1,0.418,7.364383562,1,大,18,25,十六到二十層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,181.78,6,2,3,1,56000000,308065,無車位,1,0,54.06575342,0,大,3,7,一到五層
北投區,房地(土地+建物),華廈(10層含以下有電梯),住家用,70.11,2,1,1,1,10500000,149765,無車位,1,0.0565,39.52876712,0,中,4,7,一到五層
中正區,房地(土地+建物),華廈(10層含以下有電梯),商業用,29.31,1,0,1,1,6100000,208120,無車位,1,0.1218,46.53424658,0,小,9,10,六到十層
中山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,49.25,1,1,1,1,13842100,281058,無車位,1,0.321,35.47671233,0,小,6,10,六到十層
松山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,42.81,1,1,1,1,15800000,369073,無車位,1,0.2476,28.17260274,0,小,8,10,六到十層
士林區,房地(土地+建物),華廈(10層含以下有電梯),住家用,107.61,3,2,2,0,28500000,264845,無車位,1,0.0995,46.83835616,0,中,7,7,六到十層
大安區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,164.95,4,2,2,1,49980000,303001,坡道平面,1,0.0993,42.74794521,0,中,5,7,一到五層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,146.92,3,2,2,1,41880000,285053,無車位,1,0.1605,44.09863014,0,中,3,7,一到五層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,105.83,0,0,0,1,24000000,279089,升降機械,1,0.218,29.93424658,0,中,5,11,一到五層
文山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,29.19,1,1,1,1,7580000,259678,無車位,1,0.4005,14.70410959,0,小,13,15,十一到十五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,143.73,2,2,2,1,43300000,346909,坡道平面,1,0.4437,19.54520548,0,中,4,14,一到五層
中山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,61.21,1,1,1,1,12500000,204215,升降機械,1,0.5063,22.20821918,0,小,7,8,六到十層
中山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,24.29,0,0,0,1,5130000,211198,無車位,1,0.389,17.2109589,0,小,6,6,六到十層
信義區,房地(土地+建物),華廈(10層含以下有電梯),住家用,105.46,3,2,2,1,32680000,309881,無車位,1,0.1643,46.43835616,0,中,4,7,一到五層
信義區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,67.82,1,0,1,1,16680000,245945,坡道機械,1,0.6942,15.52876712,0,中,2,7,一到五層
南港區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,67.08,2,1,1,1,15700000,247287,坡道機械,1,0.4715,16.75890411,0,中,5,8,一到五層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,107.16,2,2,1,0,14850000,138578,無車位,0,0.0768,39.50958904,0,中,4,5,一到五層
北投區,房地(土地+建物),華廈(10層含以下有電梯),商業用,33.42,1,1,1,1,2600000,77798,無車位,1,0.2059,28.43561644,0,小,-1,5,地下層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,42.42,1,1,1,1,16140000,380481,無車位,1,0.3579,0.64109589,0,小,7,15,六到十層
南港區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,75.51,2,1,1,1,22700000,300622,無車位,1,0.3348,11.37534247,0,中,6,13,六到十層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,106.21,3,2,1,0,13000000,122399,無車位,0,0,43.64931507,0,中,4,5,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,36.95,1,1,1,1,14000000,378890,無車位,1,0.3118,19.63561644,0,小,9,11,六到十層
中山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,103.17,2,2,2,1,25000000,242295,其他,1,0.4242,12.48493151,0,中,9,9,六到十層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,44.89,1,1,1,1,7600000,169303,無車位,1,0.231,43.98630137,0,小,3,12,一到五層
南港區,房地(土地+建物),華廈(10層含以下有電梯),工業用,127.82,2,1,0,1,20000000,156470,無車位,1,0.2469,32.33972603,0,中,7,9,六到十層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,103.46,3,2,2,0,19300000,186546,無車位,0,0,47.13972603,0,中,5,5,一到五層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,43.52,1,1,1,1,15680000,360294,無車位,1,0.3288,37.01917808,0,小,5,10,一到五層
中正區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,156.55,4,1,2,0,43560000,278250,無車位,0,0,56.46027397,0,中,3,4,一到五層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,95.39,3,2,2,0,11900000,124751,無車位,0,0,40.7260274,0,中,5,5,一到五層
北投區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,255.61,3,2,2,1,47628000,186331,坡道平面,1,0.5662,9.369863014,0,大,3,8,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,70.79,0,0,0,1,19800000,279661,無車位,1,0.265,40.06575342,0,中,3,22,一到五層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,117.04,3,2,2,0,24620000,210355,無車位,1,0.3332,0.575342466,0,中,7,15,六到十層
大同區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,83.11,6,1,2,0,14000000,168451,無車位,0,0,48.28493151,0,中,4,4,一到五層
大同區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,97.52,1,1,1,1,23800000,244053,升降機械,1,0.4594,7.342465753,0,中,10,13,六到十層
中山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,32.61,1,1,1,1,9000000,275989,無車位,1,0.1518,44.89315068,0,小,6,7,六到十層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,70.44,0,0,0,1,16180000,229699,無車位,1,0.2104,40.98082192,0,中,12,12,十一到十五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,33.14,1,1,1,1,11500000,347013,無車位,1,0.2674,39.87123288,0,小,4,12,一到五層
北投區,房地(土地+建物),華廈(10層含以下有電梯),住家用,86.22,2,2,1,1,21150000,245303,無車位,1,0.1108,32.44931507,0,中,5,9,一到五層
中正區,房地(土地+建物),華廈(10層含以下有電梯),住家用,67.28,2,1,1,1,26500000,393876,無車位,1,0.4622,6.646575342,0,中,2,7,一到五層
大同區,房地(土地+建物),華廈(10層含以下有電梯),商業用,91.42,3,2,3,0,13827500,151252,無車位,1,0.0792,35.94246575,0,中,2,10,一到五層
大同區,房地(土地+建物),華廈(10層含以下有電梯),商業用,91.42,3,2,3,0,13827500,151252,無車位,1,0.0792,35.94246575,0,中,2,10,一到五層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,135.68,3,2,2,0,22980000,169369,無車位,0,0,41.02739726,0,中,3,5,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,49.2,2,2,1,0,11700000,237805,無車位,0,0,49.26849315,0,小,2,4,一到五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,92.87,3,2,1,0,18000000,193819,無車位,0,0,44.91506849,0,中,5,5,一到五層
北投區,房地(土地+建物),華廈(10層含以下有電梯),住家用,69.08,1,1,2,1,6300000,91199,無車位,1,0.1807,46.74794521,0,中,6,7,六到十層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,152.14,3,2,2,1,24500000,161036,坡道平面,1,0.4378,27.70410959,0,中,11,14,十一到十五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,180.71,3,2,2,1,42800000,282089,坡道平面,1,0.4697,12.29041096,0,大,4,15,一到五層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,127.33,3,2,1,1,25400000,199482,無車位,1,0.2333,40.48767123,0,中,3,7,一到五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,126.28,4,2,2,0,33000000,261324,無車位,1,0.1916,38.90410959,0,中,4,7,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,32.28,1,1,1,1,8250000,255576,無車位,1,0.1905,41.63561644,0,小,7,12,六到十層
內湖區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,133.43,3,2,2,1,25000000,187364,坡道平面,1,0.4812,18.53150685,0,中,3,8,一到五層
松山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,355.24,0,0,0,1,164260000,565847,坡道平面,1,0.4984,4.498630137,1,大,9,23,六到十層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,31.8,1,0,1,1,15450000,485849,無車位,1,0.2975,17.88493151,0,小,5,13,一到五層
北投區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,129.69,3,2,2,1,25300000,195081,坡道機械,1,0.3237,16.88493151,0,中,7,7,六到十層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,87.12,3,2,2,0,16000000,183655,無車位,0,0,53.77534247,0,中,4,4,一到五層
大安區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,79.54,2,2,1,0,25000000,314307,無車位,0,0,53.26575342,0,中,2,4,一到五層
內湖區,房地(土地+建物)+車位,透天厝,其他,333.76,5,2,5,0,58000000,173778,坡道平面,0,0.2905,24.11506849,0,大,2.9615,4,全
北投區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,117.33,2,1,1,1,13250000,112929,塔式車位,1,0.5409,16.01643836,0,中,3,11,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,103.16,3,2,1,1,23720000,229934,無車位,1,0.1866,39.16164384,0,中,9,17,六到十層
文山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,33.91,1,1,1,1,10500000,309643,無車位,1,0.3324,9.063013699,0,小,6,12,六到十層
中正區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,52.42,2,1,2,1,19500000,371995,無車位,1,0.195,35.02739726,0,小,9,12,六到十層
中正區,房地(土地+建物),華廈(10層含以下有電梯),住家用,135.5,3,2,2,1,33200000,245018,無車位,1,0.266,38.00821918,0,中,5,7,一到五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,27.99,1,1,1,0,5420000,193641,無車位,1,0.1933,38.71506849,0,小,4,7,一到五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,37.66,1,1,1,1,12500000,331917,無車位,1,0.3237,19.8630137,0,小,7,8,六到十層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),商業用,88.49,2,2,2,0,14600000,164990,無車位,0,0.1719,41.84657534,0,中,1,5,一到五層
信義區,房地(土地+建物),華廈(10層含以下有電梯),住家用,124.87,3,1,2,0,32000000,256267,無車位,1,0.0951,40.81917808,0,中,7,7,六到十層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,55.49,1,1,1,1,16020000,288701,無車位,1,0.3411,15.27671233,0,小,12,18,十一到十五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,106.76,3,2,1,1,28580000,267703,無車位,1,0.2798,40.87671233,0,中,12,12,十一到十五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,34.65,0,0,0,1,6250000,180375,無車位,1,0.2035,35.06027397,0,小,4,20,一到五層
北投區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,312.75,3,3,3,1,78880000,327439,坡道平面,1,0.5189,4.547945205,0,大,6,21,六到十層
士林區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,426.9,3,2,2,1,90000000,278950,坡道平面,1,0.5827,11.44109589,1,大,9,10,六到十層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,163.11,4,2,2,1,41100000,251977,無車位,1,0.1277,42.6109589,0,中,2,12,一到五層
中正區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,66.1,2,2,1,0,14580000,220575,無車位,0,0,50.23287671,0,小,3,4,一到五層
中正區,房地(土地+建物),華廈(10層含以下有電梯),住家用,33.28,1,1,1,1,15900000,477764,無車位,1,0.4189,16.03013699,0,小,5,8,一到五層
中正區,房地(土地+建物),華廈(10層含以下有電梯),住家用,39.62,1,1,1,1,13500000,340737,無車位,1,0.3925,16.22739726,0,小,2,7,一到五層
文山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,217.98,3,2,2,1,32000000,146802,無車位,1,0.386,30.74246575,0,大,9,11,六到十層
中正區,房地(土地+建物),華廈(10層含以下有電梯),住家用,92.99,3,2,2,1,19550000,210238,無車位,1,0.1791,34.09315068,0,中,3,8,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,101.65,4,1,4,0,15880000,156222,無車位,0,0,41.83561644,0,中,5,5,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,96.67,3,2,1,0,16500000,170684,無車位,0,0,46.99452055,0,中,3,4,一到五層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,77,3,2,1,0,11000000,142857,無車位,0,0,54.97260274,0,中,3,4,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,130.82,3,1,1,1,16000000,122305,無車位,1,0.26,43.22739726,0,中,5,12,一到五層
